-1;19145;6;o
0;8419;3;i
1;10196;5;o
2;4714;5;o
3;8527;6;o
4;7243;3;a
5;4122;2;a
6;18927;3;o
7;2372;4;o
8;1953;4;u
9;17672;2;o
10;2252;6;o
11;5083;2;a
12;7045;6;o
13;13722;2;o
14;14863;5;o
15;15833;4;o
16;2390;5;o
17;5035;6;u
18;5317;6;o
19;5553;2;o
20;2692;2;a
21;7230;2;o
22;9808;5;o
23;3266;2;a
24;6271;4;i
25;9538;2;u
26;10387;3;o
27;7452;6;o
28;10297;3;o
29;7474;5;a
30;19994;5;i
31;10062;2;a
32;7287;5;a
33;19210;2;o
34;1365;3;u
35;5202;2;o
36;9110;2;a
37;13435;6;a
38;12137;6;i
39;10776;6;o
40;11184;4;a
41;12363;3;o
42;9144;5;u
43;11809;2;o
44;18191;6;u
45;7471;2;o
46;14461;6;u
47;7061;5;a
48;251;3;u
49;17537;5;a
50;4105;5;o
51;13232;5;o
52;14437;3;o
53;10794;5;u
54;552;5;o
55;8269;6;u
56;6098;5;o
57;5785;3;i
58;6293;5;u
59;6724;3;i
60;15517;3;o
61;9201;3;o
62;5115;4;o
63;14102;5;u
64;17411;4;a
65;10913;4;u
66;18468;5;i
67;8088;5;i
68;9276;4;o
69;18638;2;u
70;1482;6;u
71;9914;5;o
72;404;3;i
73;17766;3;o
74;13945;6;i
75;5830;5;u
76;18332;6;i
77;9839;6;u
78;13090;6;a
79;19931;5;u
80;6711;5;u
81;1628;2;o
82;4046;6;i
83;18645;5;o
84;19308;2;a
85;14508;4;i
86;12268;4;i
87;1627;5;o
88;10709;4;i
89;5860;5;a
90;15282;6;o
91;18648;6;i
92;12255;2;o
93;5544;6;i
94;14413;5;o
95;18666;3;o
96;3148;4;o
97;13996;6;a
98;3385;6;o
99;17405;3;a
100;9420;3;o
101;8942;4;o
102;11182;2;i
103;5526;6;a
104;4784;4;a
105;2855;6;o
106;8923;2;i
107;15979;4;o
108;11553;5;u
109;18917;4;o
110;3995;6;o
111;11030;3;o
112;13875;4;o
113;2911;3;u
114;6471;3;o
115;16839;6;o
116;4997;3;o
117;16835;2;a
118;9511;6;u
119;1379;3;a
120;14085;6;i
121;18019;5;a
122;12408;6;a
123;2400;3;a
124;4887;5;a
125;11644;2;u
126;599;3;u
127;7213;5;i
128;9631;6;o
129;10384;2;u
130;3555;5;o
131;19397;3;o
132;14883;6;u
133;4866;6;a
134;8172;6;o
135;1294;4;a
136;11796;3;o
137;1149;5;i
138;13853;5;o
139;12985;4;u
140;15232;6;a
141;1126;2;i
142;14947;5;i
143;11990;2;i
144;9816;3;i
145;6089;2;a
146;14151;6;o
147;4342;5;o
148;6800;3;a
149;15729;4;u
150;8296;2;a
151;17198;4;u
152;18521;2;o
153;13496;4;o
154;2733;3;i
155;828;3;o
156;17516;5;o
157;6593;3;a
158;1394;2;a
159;7961;2;o
160;5797;3;u
161;12763;3;o
162;19414;3;o
163;9172;5;o
164;6416;4;o
165;12767;2;o
166;14530;4;a
167;18991;4;a
168;15886;6;u
169;11358;4;o
170;16704;5;o
171;18779;6;o
172;18306;2;u
173;15354;3;a
174;11221;6;o
175;15655;3;u
176;8971;6;o
177;598;5;i
178;3366;4;o
179;9;6;o
180;16533;3;a
181;12573;2;o
182;19710;4;a
183;7359;6;o
184;7866;2;a
185;7192;2;a
186;14018;6;o
187;13019;3;a
188;13076;2;u
189;18978;4;u
190;99;2;a
191;8254;5;i
192;12324;2;o
193;7662;3;u
194;19120;5;a
195;16773;4;u
196;3610;2;u
197;16807;2;u
198;5846;6;o
199;3809;6;u
200;3575;5;o
201;1082;3;i
202;17825;4;u
203;8617;6;o
204;3292;2;u
205;19853;6;o
206;6173;4;a
207;5378;4;i
208;5866;2;u
209;15546;5;i
210;9320;3;a
211;13729;2;i
212;7317;5;o
213;17588;3;o
214;6815;4;i
215;18022;2;a
216;9156;3;u
217;16646;5;o
218;18184;5;i
219;14569;6;i
220;10141;5;u
221;19479;3;i
222;6843;6;i
223;1923;5;i
224;6708;6;a
225;1910;2;o
226;572;3;o
227;4487;4;i
228;19094;4;o
229;6912;2;u
230;9390;6;i
231;5757;5;o
232;12952;3;i
233;2461;2;o
234;16314;6;u
235;6040;3;o
236;18630;2;u
237;13195;4;i
238;6514;6;u
239;5895;6;u
240;5511;6;i
241;13920;6;o
242;15045;5;o
243;6782;3;o
244;8109;4;u
245;5028;2;u
246;7017;4;a
247;12842;3;i
248;1814;4;o
249;18641;2;a
250;17747;4;o
251;467;6;i
252;7058;4;o
253;6465;6;a
254;2912;2;u
255;10693;5;i
256;684;5;i
257;10851;2;i
258;8980;6;u
259;13268;2;i
260;4022;3;i
261;11057;6;o
262;5076;4;o
263;2331;3;i
264;9349;3;o
265;84;5;o
266;3132;6;u
267;2821;2;o
268;10533;5;o
269;8710;6;o
270;16795;2;u
271;10730;6;u
272;5655;3;o
273;10579;4;i
274;17443;5;o
275;10370;5;a
276;14178;6;a
277;11508;2;o
278;4631;5;a
279;5055;5;o
280;6371;4;u
281;13937;5;o
282;3948;3;a
283;5991;3;o
284;5108;2;a
285;4883;6;u
286;5906;4;o
287;17863;4;i
288;8730;5;a
289;12186;5;a
290;11728;3;o
291;5945;4;o
292;1728;2;i
293;9136;2;u
294;3572;2;a
295;5356;6;o
296;8164;3;u
297;19;4;i
298;7988;5;a
299;14746;6;i
300;15844;2;a
301;16438;4;a
302;12976;3;o
303;11516;5;i
304;9742;3;a
305;19429;2;o
306;17111;3;a
307;13685;5;u
308;10321;5;i
309;19633;5;o
310;4430;4;i
311;6358;6;i
312;2599;4;i
313;4271;2;a
314;14918;4;u
315;5375;6;a
316;14195;3;u
317;2555;2;i
318;2928;4;o
319;16573;2;o
320;1593;4;o
321;15935;4;i
322;5791;6;o
323;11482;5;o
324;13542;3;o
325;9680;6;a
326;15161;6;a
327;18466;3;u
328;2467;3;o
329;3419;3;a
330;15534;6;i
331;14048;2;o
332;17255;6;i
333;3622;4;o
334;15544;6;a
335;3836;5;a
336;2458;5;a
337;3059;4;u
338;15762;6;o
339;5867;5;o
340;244;4;u
341;3720;6;i
342;16509;3;i
343;17712;2;o
344;9089;5;u
345;15850;4;o
346;3188;4;a
347;18172;2;u
348;1519;3;a
349;9722;5;o
350;18141;4;o
351;8937;4;o
352;19909;4;i
353;14708;6;o
354;4182;5;o
355;2615;6;o
356;858;2;o
357;14333;4;o
358;12206;4;o
359;2765;2;a
360;12233;4;o
361;16380;2;u
362;1044;4;u
363;1931;2;i
364;9358;6;o
365;19564;2;o
366;5083;6;u
367;1376;3;i
368;19450;6;u
369;7915;6;o
370;859;3;i
371;6572;2;u
372;3848;3;o
373;12432;2;i
374;310;4;i
375;8127;4;o
376;2821;2;o
377;13594;4;i
378;2117;6;o
379;9652;6;u
380;6037;3;u
381;12431;4;u
382;6063;2;i
383;3979;2;o
384;4112;4;u
385;15072;5;u
386;19477;6;o
387;6234;3;o
388;3418;5;o
389;1567;2;o
390;9282;6;a
391;13303;6;i
392;556;5;o
393;2968;5;a
394;14072;2;a
395;7359;5;i
396;19610;6;u
397;8639;6;i
398;10364;4;i
399;146;3;o
400;10709;4;a
401;14464;4;u
402;7198;2;o
403;7925;4;a
404;2631;3;a
405;12398;2;o
406;6032;2;o
407;16649;6;u
408;14782;5;o
409;12707;2;o
410;3697;6;u
411;4739;6;u
412;1692;6;a
413;1676;2;i
414;15553;2;u
415;19930;4;a
416;17883;5;u
417;7954;2;i
418;2642;6;i
419;14412;5;a
420;8146;4;i
421;17064;6;a
422;1803;3;o
423;13947;3;o
424;18311;6;o
425;17775;3;o
426;4145;3;i
427;16040;4;u
428;15913;5;i
429;12761;2;i
430;4061;3;o
431;3100;6;i
432;8801;2;a
433;18421;4;o
434;16515;4;i
435;14293;5;a
436;6691;3;a
437;6058;2;o
438;19539;2;u
439;14206;6;i
440;15999;2;o
441;13882;4;i
442;10129;3;o
443;12452;3;u
444;18105;4;o
445;16098;4;i
446;17170;2;o
447;3590;6;i
448;6623;3;a
449;19170;4;o
450;5424;4;i
451;4544;6;u
452;9824;6;i
453;11525;6;o
454;2207;5;i
455;19011;3;i
456;309;3;o
457;6419;2;o
458;10183;3;o
459;4343;2;a
460;5403;4;o
461;8564;6;o
462;4210;4;i
463;913;5;o
464;4862;3;u
465;8077;6;a
466;9506;2;i
467;18652;5;u
468;18824;5;o
469;2394;5;i
470;10662;6;o
471;2174;3;u
472;7506;3;o
473;7608;4;o
474;8428;6;u
475;4023;3;u
476;7030;3;u
477;1996;2;o
478;12593;5;o
479;16523;2;u
480;17958;5;a
481;14053;4;a
482;1728;4;u
483;3775;4;i
484;13076;5;o
485;9196;3;o
486;4345;6;o
487;5180;3;i
488;17760;6;o
489;10245;3;a
490;2890;5;a
491;4757;4;a
492;15776;5;o
493;9255;2;o
494;8663;2;i
495;17741;4;i
496;12911;6;a
497;11198;2;a
498;3246;6;a
499;1733;6;o
500;8884;6;u
501;16739;2;i
502;99;6;i
503;16466;4;a
504;7551;2;a
505;7958;5;o
506;2588;5;i
507;11968;3;i
508;10378;2;a
509;18852;2;o
510;3523;5;o
511;11383;6;a
512;9370;5;a
513;12874;2;u
514;15160;4;u
515;4915;3;o
516;19751;5;o
517;10394;4;o
518;959;5;a
519;9206;3;o
520;17541;4;u
521;948;6;o
522;17250;6;a
523;18650;4;o
524;8730;3;i
525;8188;3;u
526;18220;6;o
527;13901;3;a
528;12984;4;i
529;354;3;o
530;6035;3;o
531;16685;4;a
532;14645;2;i
533;8403;2;a
534;10249;5;o
535;5215;4;i
536;19447;3;o
537;8774;2;o
538;601;6;a
539;15842;5;o
540;5094;6;i
541;2856;6;i
542;10233;6;i
543;714;2;u
544;15720;4;i
545;625;3;u
546;13330;5;a
547;11769;6;o
548;4827;4;o
549;8609;2;o
550;7665;5;o
551;8170;2;a
552;1544;5;o
553;17244;5;o
554;9030;2;i
555;4983;2;o
556;8409;2;a
557;11334;6;o
558;18877;4;i
559;3620;6;u
560;2584;4;u
561;599;2;o
562;533;2;o
563;4354;5;u
564;17900;5;i
565;19435;4;u
566;12697;6;o
567;6950;5;u
568;19334;6;o
569;18797;2;o
570;10895;4;a
571;18790;5;o
572;12265;2;u
573;4579;3;i
574;12130;5;u
575;15514;2;o
576;4443;3;u
577;675;4;o
578;19581;4;o
579;3351;5;o
580;16916;6;u
581;915;6;o
582;16769;2;i
583;4279;4;o
584;9512;6;u
585;967;5;i
586;3877;4;a
587;5909;6;o
588;15256;3;i
589;2347;5;u
590;11794;2;o
591;17223;4;o
592;418;3;u
593;17857;3;o
594;16857;6;a
595;9589;4;i
596;2014;5;o
597;1346;6;i
598;12239;5;i
599;14553;2;a
600;15514;6;a
601;13411;5;o
602;14812;2;o
603;1075;3;o
604;7991;6;u
605;15225;4;a
606;6983;5;o
607;805;2;i
608;10919;5;u
609;7010;2;o
610;4545;4;a
611;7808;3;a
612;11849;2;u
613;16572;3;u
614;7821;3;i
615;14214;5;i
616;8117;5;o
617;16328;6;u
618;13959;3;a
619;12336;3;u
620;10151;4;o
621;8554;3;a
622;1363;5;a
623;7119;3;o
624;9753;3;i
625;4168;3;a
626;6771;4;u
627;17522;3;a
628;559;5;o
629;18221;4;o
630;5197;2;a
631;13341;3;a
632;19977;2;i
633;18104;2;i
634;12654;3;o
635;6151;6;i
636;15773;6;o
637;23;6;u
638;3875;4;o
639;14413;6;o
640;19358;3;i
641;13723;5;a
642;19191;2;o
643;6532;2;o
644;15281;3;u
645;4780;4;o
646;4444;2;u
647;10088;3;a
648;11212;2;u
649;1564;5;u
650;10250;5;o
651;16397;4;o
652;12593;5;u
653;3759;4;o
654;15570;6;o
655;2613;4;a
656;12116;3;u
657;18387;2;u
658;5502;3;u
659;11449;6;o
660;19244;2;i
661;19887;5;i
662;19481;6;u
663;5970;4;u
664;14255;4;o
665;7957;4;u
666;9758;6;a
667;14101;5;o
668;3102;4;u
669;9838;6;o
670;14831;5;i
671;9593;3;o
672;4279;2;i
673;3613;2;i
674;18829;2;u
675;15451;2;a
676;1769;4;o
677;6720;5;u
678;16537;5;i
679;15177;3;a
680;2755;2;o
681;14686;4;u
682;7372;3;o
683;3563;2;o
684;2357;3;i
685;17304;4;o
686;13640;4;o
687;19780;3;u
688;736;2;a
689;12581;6;a
690;11464;6;i
691;15736;6;a
692;4915;2;o
693;7810;6;o
694;1157;3;a
695;8672;4;u
696;10181;2;a
697;16074;4;o
698;3666;5;o
699;15396;5;o
700;19184;3;i
701;5758;2;u
702;8957;4;o
703;15966;6;o
704;15691;2;o
705;4774;3;o
706;19124;5;o
707;16721;6;a
708;16343;4;u
709;3277;2;i
710;14573;3;i
711;6295;6;a
712;4073;4;u
713;13869;4;u
714;3239;2;o
715;2885;2;u
716;3541;4;a
717;8059;3;u
718;10075;3;a
719;2303;3;o
720;14893;6;i
721;7900;2;i
722;13311;3;i
723;18049;4;a
724;968;3;a
725;19368;5;o
726;7810;4;o
727;5100;2;o
728;3467;3;u
729;1903;2;o
730;10852;2;a
731;2952;2;o
732;7196;5;a
733;14487;5;i
734;18562;5;o
735;14101;4;o
736;345;2;o
737;19711;6;i
738;14979;2;u
739;15722;5;o
740;2453;2;u
741;11931;4;a
742;5557;4;o
743;11310;2;o
744;14930;3;o
745;10303;6;o
746;19448;6;a
747;4013;3;o
748;13330;6;o
749;10986;3;o
750;2873;4;o
751;5093;2;i
752;15066;3;u
753;17574;4;u
754;19881;5;o
755;3352;2;o
756;4243;2;u
757;9680;3;a
758;10715;3;i
759;17527;2;i
760;15675;2;a
761;1538;3;o
762;16213;3;u
763;10421;6;i
764;17915;2;u
765;16610;4;o
766;11735;4;i
767;4776;3;o
768;4917;5;o
769;6796;4;o
770;5587;5;a
771;1132;4;u
772;19609;2;a
773;6189;2;o
774;9862;5;o
775;8581;2;a
776;2388;5;o
777;5026;3;o
778;7920;4;o
779;2348;5;i
780;2734;4;u
781;14842;4;o
782;18114;4;a
783;6022;3;o
784;7022;4;i
785;16178;3;a
786;10202;4;o
787;6553;4;o
788;14725;2;o
789;15366;6;o
790;19001;2;i
791;1736;2;o
792;9277;2;o
793;8767;3;i
794;15926;3;a
795;2948;4;u
796;10480;2;a
797;13601;3;a
798;19646;5;u
799;9860;4;u
800;10883;3;i
801;13560;4;o
802;19082;4;a
803;11106;2;i
804;19986;5;i
805;838;6;a
806;16601;3;o
807;7786;2;u
808;5929;5;a
809;2719;2;u
810;14602;3;o
811;7869;2;a
812;16015;6;u
813;1980;6;a
814;11716;2;a
815;13091;4;a
816;7911;6;i
817;17724;6;o
818;18007;5;o
819;9450;5;i
820;18113;6;i
821;13071;3;u
822;10253;3;u
823;18378;6;i
824;10086;4;a
825;18461;2;o
826;18701;2;o
827;10347;5;u
828;15437;6;o
829;7743;4;i
830;8117;3;a
831;9604;5;o
832;19775;2;a
833;10932;6;o
834;8650;4;a
835;4980;3;a
836;8069;5;o
837;11968;5;i
838;5183;3;o
839;9658;3;u
840;838;5;i
841;10054;6;o
842;2251;3;a
843;11437;2;i
844;19772;6;i
845;6672;5;u
846;16079;5;o
847;2031;2;u
848;18480;4;o
849;6767;6;u
850;16614;6;i
851;17387;2;i
852;16025;4;o
853;8078;5;a
854;16011;3;i
